Sentence;TargetWord;Surprisal
The grandmother realized that he was aging .;aging;13.44385814666748
The grandmother realized that she was aging .;aging;12.881915092468262
The bride realized that he looked very beautiful .;beautiful;5.456160545349121
The bride realized that she looked very beautiful .;beautiful;5.1113176345825195
The stewardess hoped that he would make her flight on time .;time;9.23487377166748
The stewardess hoped that she would make her flight on time .;time;9.102731704711914
The landlady decided that he would evict the noisy tenants .;tenants;12.668192863464355
The landlady decided that she would evict the noisy tenants .;tenants;13.425707817077637
The girlscout predicted that he would sell the most cookies .;cookies;16.45780372619629
The girlscout predicted that she would sell the most cookies .;cookies;15.380057334899902
The actress denied that he had seduced the director .;director;11.013070106506348
The actress denied that she had seduced the director .;director;11.21683120727539
The aunt agreed that he had no talent for raising children .;children;7.717271327972412
The aunt agreed that she had no talent for raising children .;children;7.661590099334717
The mother admitted that he would need a babysitter for the evening .;evening;10.090394020080566
The mother admitted that she would need a babysitter for the evening .;evening;9.735937118530273
The husband agreed that he should help with the dishes .;dishes;16.372846603393555
The husband agreed that she should help with the dishes .;dishes;15.9847412109375
The fireman knew that he had to escape in the next few minutes .;minutes;3.5616672039031982
The fireman knew that she had to escape in the next few minutes .;minutes;3.937462091445923
The son realized that he missed his parents .;parents;7.899273872375488
The son realized that she missed his parents .;parents;7.08371639251709
The boyfriend admitted that he was in a jealous rage .;rage;2.3612236976623535
The boyfriend admitted that she was in a jealous rage .;rage;2.7384419441223145
The man decided that he would accept the job at Microsoft .;Microsoft;13.35378646850586
The man decided that she would accept the job at Microsoft .;Microsoft;13.615972518920898
The steward hoped that he could help the passenger .;passenger;14.498958587646484
The steward hoped that she could help the passenger .;passenger;14.616268157958984
The grandfather believed that he had voted for Truman .;Truman;12.943359375
The grandfather believed that she had voted for Truman .;Truman;12.744868278503418
The congressman hoped that he would win the next election .;election;2.127748489379883
The congressman hoped that she would win the next election .;election;2.3604953289031982
The landlord denied that he had turned off the electricity .;electricity;12.303935050964355
The landlord denied that she had turned off the electricity .;electricity;12.075525283813477
The bachelor insisted that he would never get married .;married;3.4127049446105957
The bachelor insisted that she would never get married .;married;2.3485918045043945
The son promised that he would stay out of trouble .;trouble;4.752181053161621
The son promised that she would stay out of trouble .;trouble;4.279726505279541
The waiter worried that he would forget their order .;order;13.016561508178711
The waiter worried that she would forget their order .;order;13.762404441833496
The congressman predicted that he would win the election easily .;easily;10.142045974731445
The congressman predicted that she would win the election easily .;easily;10.259947776794434
