Sentence;TargetWord;Surprisal
Beth mentioned her plans to paper before telling her father .;paper;21.41090965270996
Beth mentioned her plans paper before telling her father .;paper;23.7828311920166
The woman described the child to security at the shopping mall .;security;17.472537994384766
The woman described the child security at the shopping mall .;security;18.30438804626465
The woman described the child to measures at the shopping mall .;measures;21.974721908569336
The woman described the child measures at the shopping mall .;measures;20.357715606689453
Lee introduced his dog to everyone at the birthday party .;everyone;12.727107048034668
Lee introduced his dog everyone at the birthday party .;everyone;18.817689895629883
Lee introduced his dog to entrances at the birthday party .;entrances;22.1567325592041
Lee introduced his dog entrances at the birthday party .;entrances;20.183555603027344
Timmy reported the story to adults after he came inside .;adults;13.01488208770752
Timmy reported the story adults after he came inside .;adults;19.27129364013672
The lobbyist expressed his opinions to congressmen several times every month .;congressmen;15.31404972076416
The lobbyist expressed his opinions congressmen several times every month .;congressmen;25.856220245361328
Psychologists attributed that behavior to children when they are depressed .;children;8.139481544494629
Psychologists attributed that behavior children when they are depressed .;children;15.651127815246582
Psychologists attributed that behavior to experiments when they are depressed .;experiments;13.879929542541504
Psychologists attributed that behavior experiments when they are depressed .;experiments;14.89238452911377
Greg distributed the pamphlets to clients in the late afternoon .;clients;10.438506126403809
Greg distributed the pamphlets clients in the late afternoon .;clients;20.682762145996094
Greg distributed the pamphlets to machines in the late afternoon .;machines;17.54627799987793
Greg distributed the pamphlets machines in the late afternoon .;machines;20.424564361572266
The company contributed money to churches every year in December .;churches;12.820514678955078
The company contributed money churches every year in December .;churches;24.84685707092285
The company contributed money to checks every year in December .;checks;17.605361938476562
The company contributed money checks every year in December .;checks;18.78061866760254
Bob didn 't recommend Hemingway to anybody after taking that class .;anybody;15.9915189743042
Bob didn 't recommend Hemingway anybody after taking that class .;anybody;23.55643653869629
Bob didn 't recommend Hemingway to anxiety after taking that class .;anxiety;17.24656867980957
Bob didn 't recommend Hemingway anxiety after taking that class .;anxiety;23.071746826171875
Jill entrusted the formula to colleagues right before she disappeared .;colleagues;16.070735931396484
Jill entrusted the formula colleagues right before she disappeared .;colleagues;22.73223114013672
Jill entrusted the formula to chemicals right before she disappeared .;chemicals;19.34261131286621
Jill entrusted the formula chemicals right before she disappeared .;chemicals;22.59673309326172
Paul submitted the application to pencils after he quit Target .;pencils;21.28861427307129
Paul submitted the application pencils after he quit Target .;pencils;21.348648071289062
The President declared his support to Congress by signing the bill .;Congress;7.06894063949585
The President declared his support Congress by signing the bill .;Congress;18.083282470703125
The President declared his support to cables by signing the bill .;cables;24.374902725219727
The President declared his support cables by signing the bill .;cables;25.759302139282227
The disc jockey dedicated the song to soldiers during the Gulf War .;soldiers;15.755010604858398
The disc jockey dedicated the song soldiers during the Gulf War .;soldiers;22.922555923461914
The disc jockey dedicated the song to centuries during the Gulf War .;centuries;23.00349235534668
The disc jockey dedicated the song centuries during the Gulf War .;centuries;23.009916305541992
Al returned the video to Barbara right after watching it .;Barbara;14.508015632629395
Al returned the video Barbara right after watching it .;Barbara;21.73303985595703
Al returned the video to bananas right after watching it .;bananas;20.568119049072266
Al returned the video bananas right after watching it .;bananas;21.95250701904297
The inventor proved his idea to experts by building an electric car .;experts;16.313426971435547
The inventor proved his idea experts by building an electric car .;experts;23.91243553161621
The inventor proved his idea to patents by building an electric car .;patents;16.318403244018555
The inventor proved his idea patents by building an electric car .;patents;22.85182762145996
The courier delivered messages to people at the front desk .;people;7.378848552703857
The courier delivered messages people at the front desk .;people;17.337491989135742
The courier delivered messages to goods at the front desk .;goods;16.712448120117188
The courier delivered messages goods at the front desk .;goods;20.75823211669922
Greg delegated the responsibility to members at each monthly meeting .;members;10.250605583190918
Greg delegated the responsibility members at each monthly meeting .;members;18.663740158081055
Greg delegated the responsibility to clocks at each monthly meeting .;clocks;22.38142967224121
Greg delegated the responsibility clocks at each monthly meeting .;clocks;27.255327224731445
Diana explained the poem to Steven in the school library .;Steven;14.798262596130371
Diana explained the poem Steven in the school library .;Steven;22.13581085205078
Diana explained the poem to sponges in the school library .;sponges;21.097444534301758
Diana explained the poem sponges in the school library .;sponges;25.72966194152832
The judge referred the defendant to lawyers that specialize in libel cases .;lawyers;13.729991912841797
The judge referred the defendant lawyers that specialize in libel cases .;lawyers;16.449317932128906
The judge referred the defendant to perjury that specialize in libel cases .;perjury;12.667008399963379
The judge referred the defendant perjury that specialize in libel cases .;perjury;17.992815017700195
Joseph suggested a restaurant to us in a nearby town .;us;13.863360404968262
Joseph suggested a restaurant us in a nearby town .;us;20.573930740356445
Cory mentioned a job to Kelly last week during lunch .;Kelly;13.893719673156738
Cory mentioned a job Kelly last week during lunch .;Kelly;18.127397537231445
Cory mentioned a job to cars last week during lunch .;cars;16.797508239746094
Cory mentioned a job cars last week during lunch .;cars;19.02442741394043
The artist described the sculpture to Carol when they met last Monday .;Carol;18.985424041748047
The artist described the sculpture Carol when they met last Monday .;Carol;23.102083206176758
The artist described the sculpture to crows when they met last Monday .;crows;23.142053604125977
The artist described the sculpture crows when they met last Monday .;crows;24.78369140625
Marco Polo introduced spaghetti to Europe after returning from China .;Europe;11.648931503295898
Marco Polo introduced spaghetti Europe after returning from China .;Europe;15.0614652633667
Marco Polo introduced spaghetti to fork after returning from China .;fork;20.519893646240234
Marco Polo introduced spaghetti fork after returning from China .;fork;20.976320266723633
The victim reported the robbery to police after she arrived home .;police;9.402974128723145
The victim reported the robbery police after she arrived home .;police;14.285809516906738
The victim reported the robbery to markets after she arrived home .;markets;17.011444091796875
The victim reported the robbery markets after she arrived home .;markets;23.352182388305664
The priest attributed many powers to God while reading the scriptures .;God;6.829455375671387
The priest attributed many powers God while reading the scriptures .;God;19.70723533630371
The priest attributed many powers to pews while reading the scriptures .;pews;20.09210968017578
The priest attributed many powers pews while reading the scriptures .;pews;26.77836799621582
Frederick expressed his kindness to others through his daily actions .;others;7.115336894989014
Frederick expressed his kindness others through his daily actions .;others;19.284103393554688
Frederick expressed his kindness to options through his daily actions .;options;22.532278060913086
Frederick expressed his kindness options through his daily actions .;options;23.638158798217773
The guide distributed samples to tourists as they walked by .;tourists;11.607209205627441
The guide distributed samples tourists as they walked by .;tourists;23.15630531311035
The guide distributed samples to slides as they walked by .;slides;18.299104690551758
The guide distributed samples slides as they walked by .;slides;17.916406631469727
Dan contributed his time to charities after winning the lottery .;charities;14.011231422424316
Dan contributed his time charities after winning the lottery .;charities;26.198129653930664
Dan contributed his time to cherries after winning the lottery .;cherries;22.40472412109375
Dan contributed his time cherries after winning the lottery .;cherries;24.711671829223633
